id;Kanji;JLPT-test
1079;須;1
1083;垂;1
1084;炊;1
1085;帥;1
1086;粋;1
1087;衰;1
1088;推;1
1089;酔;1
1090;遂;1
1091;睡;1
1092;穂;1
1093;随;1
1094;髄;1
1095;枢;1
1096;崇;1
1098;据;1
1099;杉;1
1101;寸;1
1102;瀬;1
1103;是;1
1104;井;1
1113;征;1
1116;斉;1
1119;牲;1
1122;逝;1
1124;盛;1
1125;婿;1
1128;聖;1
1129;誠;1
1131;製;1
1132;誓;1
1134;請;1
1139;斥;1
1143;析;1
1146;隻;1
1147;惜;1
1150;跡;1
1153;籍;1
1156;拙;1
1157;窃;1
1161;摂;1
1164;舌;1
1168;仙;1
1171;宣;1
1176;染;1
1177;扇;1
1178;栓;1
1179;旋;1
1186;践;1
1188;銭;1
1189;潜;1
1191;遷;1
1193;薦;1
1194;繊;1
1195;鮮;1
1200;禅;1
1201;漸;1
1203;繕;1
1204;狙;1
1205;阻;1
1207;租;1
1208;素;1
1209;措;1
1210;粗;1
1212;疎;1
1213;訴;1
1214;塑;1
1216;礎;1
1218;壮;1
1222;奏;1
1224;荘;1
1227;倉;1
1229;挿;1
1230;桑;1
1231;巣;1
1233;曹;1
1235;爽;1
1237;創;1
1238;喪;1
1240;葬;1
1242;僧;1
1246;遭;1
1247;槽;1
1251;霜;1
1252;騒;1
1253;藻;1
1261;即;1
1264;促;1
1271;俗;1
1273;属;1
1274;賊;1
1277;率;1
1286;汰;1
1288;妥;1
1290;堕;1
1291;惰;1
1292;駄;1
1296;耐;1
1298;怠;1
1299;胎;1
1302;泰;1
1305;逮;1
1308;隊;1
1309;滞;1
1310;態;1
1315;第;1
1317;滝;1
1319;択;1
1320;沢;1
1321;卓;1
1322;拓;1
1323;託;1
1325;諾;1
1326;濁;1
1327;但;1
1329;脱;1
1330;奪;1
1331;棚;1
1333;丹;1
1334;旦;1
1338;胆;1
1340;淡;1
1342;嘆;1
1343;端;1
1345;誕;1
1346;鍛;1
1351;弾;1
1352;暖;1
1354;壇;1
1360;致;1
1362;痴;1
1363;稚;1
1368;逐;1
1369;蓄;1
1371;秩;1
1372;窒;1
1375;嫡;1
1379;沖;1
1380;宙;1
1381;忠;1
1382;抽;1
1386;衷;1
1388;鋳;1
1392;丁;1
1393;弔;1
1398;挑;1
1399;帳;1
1401;彫;1
1402;眺;1
1403;釣;1
1409;腸;1
1410;跳;1
1411;徴;1
1413;潮;1
1414;澄;1
1416;聴;1
1417;懲;1
1419;勅;1
1423;朕;1
1424;陳;1
1426;鎮;1
1428;椎;1
1429;墜;1
1432;塚;1
1433;漬;1
1434;坪;1
1436;鶴;1
1438;呈;1
1439;廷;1
1443;抵;1
1444;邸;1
1445;亭;1
1446;貞;1
1447;帝;1
1448;訂;1
1450;逓;1
1452;偵;1
1453;堤;1
1454;提;1
1456;艇;1
1457;締;1
1461;笛;1
1462;摘;1
1465;敵;1
1467;迭;1
1468;哲;1
1470;徹;1
1471;撤;1
1473;典;1
1477;添;1
1484;斗;1
1485;吐;1
1494;奴;1
1498;刀;1
1503;豆;1
1511;桃;1
1512;討;1
1513;透;1
1515;悼;1
1517;陶;1
1519;搭;1
1520;棟;1
1522;痘;1
1527;統;1
1528;稲;1
1529;踏;1
1530;糖;1
1532;謄;1
1533;藤;1
1534;闘;1
1535;騰;1
1537;洞;1
1538;胴;1
1546;瞳;1
1547;峠;1
1548;匿;1
1551;督;1
1552;徳;1
1553;篤;1
1555;独;1
1558;凸;1
1561;屯;1
1562;豚;1
1568;那;1
1569;奈;1
1571;梨;1
1578;尼;1
1579;弐;1
1582;虹;1
1586;尿;1
1588;妊;1
1589;忍;1
1591;寧;1
1596;粘;1
1599;納;1
1604;把;1
1606;派;1
1608;覇;1
1610;婆;1
1615;肺;1
1616;俳;1
1618;排;1
1620;廃;1
1621;輩;1
1624;梅;1
1625;培;1
1626;陪;1
1627;媒;1
1629;賠;1
1631;伯;1
1632;拍;1
1634;迫;1
1636;舶;1
1637;博;1
1640;漠;1
1641;縛;1
1648;鉢;1
1651;伐;1
1653;罰;1
1654;閥;1
1659;帆;1
1661;伴;1
1667;班;1
1668;畔;1
1673;搬;1
1674;煩;1
1675;頒;1
1676;範;1
1677;繁;1
1678;藩;1
1681;蛮;1
1682;盤;1
1685;妃;1
1689;披;1
1690;肥;1
1692;卑;1
1695;秘;1
1698;扉;1
1700;碑;1
1701;罷;1
1702;避;1
1703;尾;1
1704;眉;1
1707;微;1
1713;泌;1
1715;姫;1
1719;俵;1
1720;票;1
1722;漂;1
1724;苗;1
1727;描;1
1730;浜;1
1732;賓;1
1733;頻;1
1734;敏;1
1735;瓶;1
1741;扶;1
1745;附;1
1748;赴;1
1754;腐;1
1755;敷;1
1757;賦;1
1758;譜;1
1759;侮;1
1765;伏;1
1773;覆;1
1779;紛;1
1780;雰;1
1781;噴;1
1782;墳;1
1783;憤;1
1784;奮;1
1788;丙;1
1791;併;1
1793;柄;1
1794;陛;1
1796;塀;1
1797;幣;1
1798;弊;1
1804;癖;1
1811;偏;1
1812;遍;1
1814;弁;1
1822;舗;1
1825;墓;1
1826;慕;1
1828;簿;1
1831;芳;1
1832;邦;1
1833;奉;1
1838;泡;1
1839;胞;1
1840;俸;1
1841;倣;1
1842;峰;1
1843;砲;1
1844;崩;1
1849;飽;1
1850;褒;1
1851;縫;1
1853;乏;1
1856;妨;1
1859;房;1
1860;肪;1
1861;某;1
1862;冒;1
1863;剖;1
1864;紡;1
1866;傍;1
1872;膨;1
1873;謀;1
1877;朴;1
1878;牧;1
1879;睦;1
1880;僕;1
1881;墨;1
1882;撲;1
1883;没;1
1885;堀;1
1887;奔;1
1888;翻;1
1889;凡;1
1890;盆;1
1891;麻;1
1892;摩;1
1894;魔;1
1900;幕;1
1901;膜;1
1903;又;1
1905;抹;1
1908;慢;1
1909;漫;1
1912;魅;1
1913;岬;1
1914;密;1
1916;脈;1
1917;妙;1
1920;矛;1
1924;霧;1
1931;盟;1
1932;銘;1
1934;滅;1
1935;免;1
1939;茂;1
1940;模;1
1942;妄;1
1943;盲;1
1944;耗;1
1945;猛;1
1946;網;1
1948;黙;1
1950;紋;1
1952;冶;1
1955;弥;1
1956;厄;1
1959;訳;1
1961;躍;1
1966;愉;1
1967;諭;1
1969;癒;1
1970;唯;1
1974;幽;1
1975;悠;1
1977;湧;1
1978;猶;1
1979;裕;1
1981;雄;1
1982;誘;1
1983;憂;1
1984;融;1
1989;誉;1
1993;羊;1
1998;庸;1
1999;揚;1
2000;揺;1
2008;窯;1
2009;養;1
2010;擁;1
2011;謡;1
2013;抑;1
2018;翼;1
2020;裸;1
2021;羅;1
2023;雷;1
2027;酪;1
2031;覧;1
2032;濫;1
2033;藍;1
2034;欄;1
2035;吏;1
2039;痢;1
2041;履;1
2042;璃;1
2043;離;1
2049;柳;1
2052;竜;1
2054;隆;1
2055;硫;1
2058;虜;1
2059;慮;1
2065;猟;1
2066;陵;1
2068;僚;1
2070;寮;1
2072;瞭;1
2073;糧;1
2077;厘;1
2078;倫;1
2080;隣;1
2081;臨;1
2082;瑠;1
2084;累;1
2085;塁;1
2090;励;1
2093;鈴;1
2095;霊;1
2096;隷;1
2098;麗;1
2099;暦;1
2102;劣;1
2103;烈;1
2104;裂;1
2107;廉;1
2109;錬;1
2110;呂;1
2111;炉;1
2114;露;1
2118;郎;1
2119;朗;1
2120;浪;1
2121;廊;1
2122;楼;1
2123;漏;1
2131;賄;1
2133;惑;1
2134;枠;1
